Number of Models: 10
Test Accuracies: [89.48058761804828, 77.5183630640084, 81.71563483735572, 82.0828961175236, 88.45750262329486, 87.1196222455404, 77.88562434417628, 77.20356768100734, 77.25603357817418, 75.7607555089192]
Mean Accuracy: 81.44805876180483
Standard Deviation: 5.189334319018197
Total Time: 0:37:27.124908



########## Model 1 ##########

Test Accuracy: 89.48058761804828


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|      83 |     0.476571 |          0.47226  |         0.812439 |              0.816537 |
|      84 |     0.474585 |          0.471651 |         0.81664  |              0.821705 |
|      85 |     0.472523 |          0.468966 |         0.819063 |              0.823643 |
|      86 |     0.473606 |          0.461275 |         0.816963 |              0.822351 |
|      87 |     0.475313 |          0.473696 |         0.807431 |              0.815245 |
|      88 |     0.474177 |          0.479241 |         0.820679 |              0.819767 |
|      89 |     0.471992 |          0.463677 |         0.815832 |              0.824935 |
|      90 |     0.502622 |          0.467302 |         0.81664  |              0.815891 |
|      91 |     0.472496 |          0.467074 |         0.811309 |              0.815245 |
|      92 |     0.528438 |          0.542125 |         0.775767 |              0.790052 |
|      93 |     0.480038 |          0.473704 |         0.813086 |              0.824289 |
|      94 |     0.473924 |          0.469593 |         0.81664  |              0.822997 |
|      95 |     0.472307 |          0.473587 |         0.823263 |              0.824935 |
|      96 |     0.473143 |          0.468063 |         0.808885 |              0.81137  |
|      97 |     0.470851 |          0.482423 |         0.814701 |              0.817829 |
|      98 |     0.476005 |          0.465977 |         0.818901 |              0.826227 |
|      99 |     0.46945  |          0.469187 |         0.820517 |              0.821705 |
|     100 |     0.471828 |          0.467555 |         0.822294 |              0.828811 |

########## Model 4 ##########

Test Accuracy: 82.0828961175236


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|---------|--------------|-------------------|------------------|-----------------------|
|       1 |     1.51497  |          1.11404  |         0.684168 |              0.694444 |
|       2 |     1.08763  |          1.0551   |         0.689338 |              0.694444 |
|       3 |     1.06638  |          1.0283   |         0.684976 |              0.689922 |
|       4 |     1.04191  |          1.05348  |         0.678837 |              0.689922 |
